loss,accuracy,val_loss,val_accuracy,epoch,model,optimizer,parameter,parameter_value,dataset
5.477013111114502,0.7421875,1.567550778388977,0.8474166393280029,1,DenseNet,Adam,learning_rate,0.0001,mnist
0.9410145878791809,0.8832083344459534,0.9352551102638245,0.8846666812896729,2,DenseNet,Adam,learning_rate,0.0001,mnist
0.4871974587440491,0.9187708497047424,0.6123327016830444,0.909166693687439,3,DenseNet,Adam,learning_rate,0.0001,mnist
0.3100554049015045,0.937833309173584,0.5330360531806946,0.9157500267028809,4,DenseNet,Adam,learning_rate,0.0001,mnist
0.21160191297531128,0.9521666765213013,0.4429306089878082,0.9245833158493042,5,DenseNet,Adam,learning_rate,0.0001,mnist
0.16161981225013733,0.9603333473205566,0.3877306580543518,0.9323333501815796,6,DenseNet,Adam,learning_rate,0.0001,mnist
0.11648683995008469,0.968833327293396,0.36747997999191284,0.9361666440963745,7,DenseNet,Adam,learning_rate,0.0001,mnist
0.09525972604751587,0.973312497138977,0.31449592113494873,0.9413333535194397,8,DenseNet,Adam,learning_rate,0.0001,mnist
0.0804453194141388,0.9769999980926514,0.32640111446380615,0.9449166655540466,9,DenseNet,Adam,learning_rate,0.0001,mnist
0.06561122834682465,0.9808541536331177,0.3622398376464844,0.9386666417121887,10,DenseNet,Adam,learning_rate,0.0001,mnist
0.05775497108697891,0.9826250076293945,0.3074743151664734,0.9502500295639038,11,DenseNet,Adam,learning_rate,0.0001,mnist
0.04464319720864296,0.9862916469573975,0.3506864905357361,0.9471666812896729,12,DenseNet,Adam,learning_rate,0.0001,mnist
0.03727557510137558,0.9886458516120911,0.28512394428253174,0.9557499885559082,13,DenseNet,Adam,learning_rate,0.0001,mnist
0.04387172311544418,0.9869375228881836,0.3312218487262726,0.9490000009536743,14,DenseNet,Adam,learning_rate,0.0001,mnist
0.03725795820355415,0.9892083406448364,0.26391327381134033,0.956416666507721,15,DenseNet,Adam,learning_rate,0.0001,mnist
0.033687952905893326,0.9901250004768372,0.29016798734664917,0.9538333415985107,16,DenseNet,Adam,learning_rate,0.0001,mnist
0.02939627133309841,0.9916250109672546,0.2975432574748993,0.9575833082199097,17,DenseNet,Adam,learning_rate,0.0001,mnist
0.035823337733745575,0.9893749952316284,0.2692634165287018,0.9595000147819519,18,DenseNet,Adam,learning_rate,0.0001,mnist
0.02461232990026474,0.9927916526794434,0.2664444148540497,0.9610833525657654,19,DenseNet,Adam,learning_rate,0.0001,mnist
0.027462534606456757,0.9924166798591614,0.2587956190109253,0.9638333320617676,20,DenseNet,Adam,learning_rate,0.0001,mnist
0.02220476046204567,0.9934791922569275,0.3189203143119812,0.9578333497047424,21,DenseNet,Adam,learning_rate,0.0001,mnist
0.02544531226158142,0.9930624961853027,0.26351210474967957,0.9629999995231628,22,DenseNet,Adam,learning_rate,0.0001,mnist
0.020523877814412117,0.9942916631698608,0.30784302949905396,0.9604166746139526,23,DenseNet,Adam,learning_rate,0.0001,mnist
0.023999236524105072,0.9933333396911621,0.2660376727581024,0.9639999866485596,24,DenseNet,Adam,learning_rate,0.0001,mnist
0.023350324481725693,0.9938541650772095,0.275062620639801,0.9639999866485596,25,DenseNet,Adam,learning_rate,0.0001,mnist
0.022353719919919968,0.9944791793823242,0.2898971140384674,0.9647499918937683,26,DenseNet,Adam,learning_rate,0.0001,mnist
0.020166445523500443,0.9944999814033508,0.2848496437072754,0.9653333425521851,27,DenseNet,Adam,learning_rate,0.0001,mnist
0.019511159509420395,0.9948124885559082,0.2643379867076874,0.9662500023841858,28,DenseNet,Adam,learning_rate,0.0001,mnist
0.019576093181967735,0.9950833320617676,0.25211799144744873,0.9668333530426025,29,DenseNet,Adam,learning_rate,0.0001,mnist
0.01634928584098816,0.9957083463668823,0.30731651186943054,0.9621666669845581,30,DenseNet,Adam,learning_rate,0.0001,mnist
